Latitude,Longitude,,,
-7.728251,110.317513,,,
-7.728324,110.31749,,,
-7.728404,110.317459,,,
-7.728446,110.317444,,,
-7.728512,110.317421,,,
-7.72858,110.317406,,,
-7.728648,110.317383,,,
-7.728713,110.31736,,,
-7.728782,110.317337,,,
-7.728854,110.317314,,,
-7.728926,110.317291,,,
-7.728994,110.317268,,,
-7.729043,110.317245,,,
-7.729102,110.31723,,,
-7.72917,110.317207,,,
-7.729228,110.317192,,,
-7.729283,110.317169,,,
-7.729323,110.317162,,,
-7.729377,110.317154,,,
-7.729436,110.317162,,,
-7.729494,110.317169,,,
-7.729537,110.317177,,,
-7.729561,110.317184,,,
-7.729578,110.317192,,,
-7.729637,110.317215,,,
-7.729657,110.317223,,,
-7.729715,110.317253,,,
-7.729769,110.317276,,,
-7.729834,110.317307,,,
-7.729887,110.317329,,,
-7.730004,110.317459,,,
-7.730054,110.317513,,,
-7.730106,110.317566,,,
-7.730161,110.317627,,,
-7.730207,110.31768,,,
-7.730254,110.317741,,,
-7.730303,110.317802,,,
-7.730342,110.317856,,,
-7.730384,110.317909,,,
-7.73043,110.31797,,,
-7.730461,110.318008,,,
-7.730517,110.318077,,,
-7.730535,110.3181,,,
-7.730672,110.31826,,,
-7.73068,110.318275,,,
-7.730761,110.318382,,,
-7.73081,110.318451,,,
-7.730863,110.318527,,,
-7.730902,110.318581,,,
-7.730933,110.318626,,,
-7.730972,110.31868,,,
-7.731006,110.318726,,,
-7.731044,110.318771,,,
-7.731081,110.318817,,,
-7.731119,110.318863,,,
-7.731161,110.318924,,,
-7.7312,110.31897,,,
-7.731239,110.319023,,,
-7.731278,110.319092,,,
-7.731316,110.31916,,,
-7.731347,110.319229,,,
-7.731364,110.31929,,,
-7.731376,110.319336,,,
-7.731385,110.319374,,,
-7.731396,110.319435,,,
-7.731408,110.319496,,,
-7.731415,110.319542,,,
-7.731423,110.31958,,,
-7.731431,110.319626,,,
-7.731438,110.319664,,,
-7.731446,110.31971,,,
-7.731451,110.319733,,,
-7.731459,110.319778,,,
-7.731467,110.319824,,,
-7.731474,110.319862,,,
-7.731482,110.319901,,,
-7.731487,110.319939,,,
-7.731492,110.319962,,,
-7.731499,110.32,,,
-7.731508,110.320045,,,
-7.731516,110.320091,,,
-7.731522,110.320152,,,
-7.731527,110.320198,,,
-7.731584,110.320251,,,
-7.73159,110.320312,,,
-7.7316,110.320381,,,
-7.731588,110.320442,,,
-7.731573,110.320511,,,
-7.731569,110.320572,,,
-7.731602,110.320602,,,
-7.731561,110.320671,,,
-7.731565,110.320732,,,
-7.731572,110.320801,,,
-7.731579,110.320862,,,
-7.731587,110.320923,,,
-7.731617,110.321106,,,
-7.731631,110.321182,,,
-7.73164,110.321236,,,
-7.731651,110.321304,,,
-7.73166,110.321358,,,
-7.73167,110.321419,,,
-7.731679,110.321487,,,
-7.731687,110.321564,,,
-7.731692,110.321617,,,
-7.731697,110.321671,,,
-7.7317,110.321716,,,
-7.731706,110.32177,,,
-7.731709,110.321808,,,
-7.731714,110.321869,,,
-7.731719,110.321915,,,
-7.731723,110.32196,,,
-7.731727,110.321999,,,
-7.731733,110.322052,,,
-7.731739,110.322105,,,
-7.731743,110.322144,,,
-7.731746,110.322174,,,
-7.731747,110.322197,,,
-7.731752,110.32225,,,
-7.731759,110.322327,,,
-7.731767,110.322418,,,
-7.731774,110.322502,,,
-7.73178,110.322578,,,
-7.731784,110.322639,,,
-7.731788,110.322701,,,
-7.731792,110.322784,,,
-7.731795,110.322845,,,
-7.731797,110.322922,,,
-7.731799,110.323013,,,
-7.7318,110.323097,,,
-7.731802,110.323181,,,
-7.731803,110.323257,,,
-7.731803,110.323318,,,
-7.731804,110.323395,,,
-7.731804,110.323456,,,
-7.731805,110.323547,,,
-7.731806,110.323624,,,
-7.731806,110.323708,,,
-7.731807,110.323776,,,
-7.731805,110.323868,,,
-7.731803,110.323936,,,
-7.731802,110.324013,,,
-7.731801,110.324059,,,
-7.731798,110.32412,,,
-7.731796,110.324181,,,
-7.731794,110.324234,,,
-7.731792,110.324287,,,
-7.73179,110.324341,,,
-7.731787,110.324409,,,
-7.731784,110.324486,,,
-7.731781,110.324577,,,
-7.731781,110.324608,,,
-7.731784,110.324684,,,
-7.731796,110.324768,,,
-7.73181,110.324837,,,
-7.731824,110.324898,,,
-7.731839,110.324959,,,
-7.73186,110.325043,,,
-7.731878,110.325119,,,
-7.731894,110.325188,,,
-7.731916,110.325264,,,
-7.731942,110.325348,,,
-7.73197,110.325439,,,
-7.731996,110.325516,,,
-7.732025,110.3256,,,
-7.732035,110.32563,,,
-7.732069,110.325729,,,
-7.732093,110.325798,,,
-7.732114,110.325867,,,
-7.732124,110.325897,,,
-7.732134,110.325928,,,
-7.732143,110.325951,,,
-7.732152,110.325974,,,
-7.732169,110.326027,,,
-7.732177,110.32605,,,
-7.732203,110.326126,,,
-7.732217,110.326172,,,
-7.73223,110.32621,,,
-7.732245,110.326256,,,
-7.732266,110.326317,,,
-7.732282,110.326363,,,
-7.732298,110.326408,,,
-7.732314,110.326462,,,
-7.732373,110.326645,,,
-7.732394,110.326714,,,
-7.732416,110.326782,,,
-7.732437,110.326851,,,
-7.732459,110.32692,,,
-7.732477,110.326981,,,
-7.732495,110.327042,,,
-7.732512,110.327095,,,
-7.73253,110.327156,,,
-7.732545,110.327202,,,
-7.732563,110.327263,,,
-7.732474,110.327469,,,
-7.732378,110.327545,,,
-7.732284,110.327614,,,
-7.732222,110.327652,,,
-7.732158,110.327698,,,
-7.732098,110.327736,,,
-7.732015,110.327797,,,
-7.73195,110.327843,,,
-7.731859,110.327904,,,
-7.731764,110.327957,,,
-7.731682,110.328003,,,
-7.731589,110.328056,,,
-7.731469,110.328125,,,
-7.73139,110.328171,,,
-7.731305,110.328224,,,
-7.731229,110.328262,,,
-7.731151,110.328308,,,
-7.731066,110.328362,,,
-7.730967,110.328415,,,
-7.730881,110.328461,,,
-7.730784,110.328514,,,
-7.730682,110.328575,,,
-7.730596,110.328629,,,
-7.730505,110.328682,,,
-7.730404,110.328743,,,
-7.730301,110.328804,,,
-7.730223,110.32885,,,
-7.730139,110.328903,,,
-7.730071,110.328949,,,
-7.729991,110.328964,,,
-7.729928,110.32901,,,
-7.729882,110.329063,,,
-7.729847,110.329124,,,
-7.729813,110.329185,,,
-7.729792,110.329247,,,
-7.729767,110.329308,,,
-7.729734,110.329361,,,
-7.729739,110.329391,,,
-7.729759,110.32943,,,
-7.729885,110.329468,,,
-7.729949,110.329544,,,
-7.730011,110.329605,,,
-7.730059,110.329651,,,
-7.730115,110.329689,,,
-7.730191,110.32972,,,
-7.73029,110.32972,,,
-7.730363,110.329765,,,
-7.730416,110.329803,,,
-7.730467,110.329834,,,
-7.730522,110.329872,,,
-7.730579,110.329918,,,
-7.730622,110.329948,,,
-7.730669,110.329987,,,
-7.730705,110.330009,,,
-7.730727,110.330032,,,
-7.730782,110.330116,,,
-7.730801,110.330154,,,
-7.730824,110.330208,,,
-7.730836,110.330238,,,
-7.730853,110.330276,,,
-7.730869,110.330322,,,
-7.730884,110.33036,,,
-7.730903,110.330414,,,
-7.730923,110.330467,,,
-7.730941,110.330513,,,
-7.730961,110.330566,,,
-7.730984,110.330627,,,
-7.731,110.330673,,,
-7.731014,110.330704,,,
-7.731027,110.330742,,,
-7.731036,110.330765,,,
-7.731049,110.330795,,,
-7.731061,110.330833,,,
-7.731071,110.330856,,,
-7.73108,110.330879,,,
-7.731088,110.330902,,,
-7.7311,110.330933,,,
-7.731168,110.331116,,,
-7.73118,110.331146,,,
-7.731191,110.331177,,,
-7.731201,110.331207,,,
-7.73121,110.33123,,,
-7.731218,110.331253,,,
-7.731225,110.331268,,,
-7.731232,110.331284,,,
-7.731247,110.331329,,,
-7.731256,110.331352,,,
-7.731263,110.331367,,,
-7.731273,110.331398,,,
-7.731283,110.331429,,,
-7.731293,110.331451,,,
-7.731306,110.33149,,,
-7.731319,110.331528,,,
-7.731331,110.331558,,,
-7.731346,110.331604,,,
-7.731362,110.33165,,,
-7.73138,110.331696,,,
-7.731398,110.331741,,,
-7.731415,110.331795,,,
-7.731444,110.331871,,,
-7.731466,110.331924,,,
-7.731485,110.331978,,,
-7.731532,110.332138,,,
-7.731545,110.332191,,,
-7.731553,110.332214,,,
-7.731564,110.33226,,,
-7.731581,110.332329,,,
-7.731601,110.332397,,,
-7.731616,110.332458,,,
-7.731628,110.332504,,,
-7.731643,110.332558,,,
-7.731663,110.332634,,,
-7.73168,110.332703,,,
-7.731703,110.332787,,,
-7.73172,110.332855,,,
-7.73174,110.332932,,,
-7.73176,110.333,,,
-7.731777,110.333069,,,
-7.731803,110.333168,,,
-7.731826,110.333252,,,
-7.73185,110.333344,,,
-7.731875,110.333443,,,
-7.731899,110.333534,,,
-7.731926,110.333633,,,
-7.731949,110.333725,,,
-7.731971,110.333809,,,
-7.731998,110.333893,,,
-7.73203,110.333984,,,
-7.732059,110.334061,,,
-7.732087,110.334137,,,
-7.732121,110.334221,,,
-7.732164,110.33432,,,
-7.732207,110.334427,,,
-7.732243,110.334511,,,
-7.73228,110.334602,,,
-7.732315,110.334694,,,
-7.732349,110.33477,,,
-7.732391,110.334877,,,
-7.732425,110.334961,,,
-7.732461,110.335045,,,
-7.732513,110.335175,,,
-7.732526,110.335205,,,
-7.732549,110.335258,,,
-7.732586,110.335342,,,
-7.732633,110.335449,,,
-7.732671,110.335541,,,
-7.732705,110.335625,,,
-7.732734,110.335701,,,
-7.73276,110.335762,,,
-7.732786,110.335831,,,
-7.732838,110.335968,,,
-7.732882,110.336075,,,
-7.732923,110.336174,,,
-7.732964,110.336266,,,
-7.733009,110.336372,,,
-7.733048,110.336464,,,
-7.733082,110.336548,,,
-7.733125,110.336647,,,
-7.733156,110.336716,,,
-7.733185,110.336784,,,
-7.733216,110.336861,,,
-7.733244,110.336929,,,
-7.73327,110.336983,,,
-7.733287,110.337029,,,
-7.733313,110.337082,,,
-7.733334,110.337135,,,
-7.733351,110.337173,,,
-7.733379,110.337242,,,
-7.733402,110.337296,,,
-7.733416,110.337334,,,
-7.733444,110.337395,,,
-7.733469,110.337456,,,
-7.733497,110.337524,,,
-7.733527,110.337593,,,
-7.733556,110.337662,,,
-7.733585,110.33773,,,
-7.733619,110.337814,,,
-7.73365,110.337891,,,
-7.733674,110.337952,,,
-7.733698,110.338013,,,
-7.73373,110.338089,,,
-7.733755,110.33815,,,
-7.733771,110.338188,,,
-7.733792,110.338242,,,
-7.733814,110.338295,,,
-7.733831,110.338341,,,
-7.73385,110.338387,,,
-7.733871,110.33844,,,
-7.733891,110.338486,,,
-7.73396,110.338661,,,
-7.73398,110.338715,,,
-7.734,110.338768,,,
-7.73403,110.338829,,,
-7.734052,110.33889,,,
-7.734066,110.338943,,,
-7.734081,110.339005,,,
-7.734101,110.339081,,,
-7.734118,110.339149,,,
-7.734127,110.339211,,,
-7.734135,110.339272,,,
-7.734144,110.33934,,,
-7.734155,110.339417,,,
-7.734169,110.3395,,,
-7.734184,110.339584,,,
-7.734201,110.339684,,,
-7.734213,110.339752,,,
-7.734228,110.339844,,,
-7.734247,110.339973,,,
-7.734262,110.340057,,,
-7.734279,110.340157,,,
-7.734294,110.34024,,,
-7.73431,110.340324,,,
-7.734331,110.340446,,,
-7.734346,110.340538,,,
-7.734357,110.340614,,,
-7.734369,110.340698,,,
-7.734388,110.340813,,,
-7.734399,110.340874,,,
-7.734416,110.340973,,,
-7.734428,110.341049,,,
-7.734441,110.341125,,,
-7.734458,110.341225,,,
-7.734466,110.34127,,,
-7.734489,110.341431,,,
-7.734504,110.341537,,,
-7.734517,110.341629,,,
-7.734529,110.341705,,,
-7.734544,110.34182,,,
-7.73456,110.341934,,,
-7.734575,110.342033,,,
-7.734589,110.342133,,,
-7.734601,110.342216,,,
-7.734618,110.342331,,,
-7.734633,110.342422,,,
-7.73465,110.342522,,,
-7.734666,110.342613,,,
-7.734684,110.34272,,,
-7.734705,110.342842,,,
-7.734722,110.342934,,,
-7.734736,110.343018,,,
-7.734754,110.343117,,,
-7.73477,110.343216,,,
-7.734789,110.343323,,,
-7.734808,110.343437,,,
-7.734816,110.343483,,,
-7.734828,110.343559,,,
-7.734838,110.34362,,,
-7.734854,110.343719,,,
-7.734869,110.343811,,,
-7.734879,110.343872,,,
-7.734885,110.343918,,,
-7.734902,110.344025,,,
-7.734914,110.344093,,,
-7.734923,110.344154,,,
-7.734933,110.344215,,,
-7.734941,110.344261,,,
-7.734951,110.344322,,,
-7.734956,110.34436,,,
-7.734964,110.344406,,,
-7.734973,110.344467,,,
-7.734984,110.344536,,,
-7.734998,110.34462,,,
-7.735011,110.344696,,,
-7.735019,110.344742,,,
-7.735031,110.34481,,,
-7.735041,110.344864,,,
-7.735053,110.344925,,,
-7.735062,110.344971,,,
-7.735073,110.345024,,,
-7.735085,110.345085,,,
-7.735097,110.345146,,,
-7.735112,110.345222,,,
-7.735128,110.345306,,,
-7.735152,110.345421,,,
-7.735195,110.345512,,,
-7.73524,110.345589,,,
-7.735286,110.345673,,,
-7.735335,110.345757,,,
-7.735367,110.34581,,,
-7.735403,110.345871,,,
-7.735445,110.34594,,,
-7.735483,110.346008,,,
-7.735522,110.346077,,,
-7.735558,110.34613,,,
-7.735593,110.346191,,,
-7.735631,110.34626,,,
-7.735671,110.346321,,,
-7.735703,110.346375,,,
-7.735747,110.346451,,,
-7.735786,110.346512,,,
-7.735836,110.346596,,,
-7.735869,110.346649,,,
-7.735922,110.346741,,,
-7.73597,110.346817,,,
-7.736011,110.346886,,,
-7.736059,110.346962,,,
-7.736104,110.347046,,,
-7.736154,110.34713,,,
-7.736205,110.347221,,,
-7.736254,110.347313,,,
-7.736296,110.347389,,,
-7.736325,110.347435,,,
-7.736383,110.347519,,,
-7.736443,110.347603,,,
-7.736483,110.347672,,,
-7.736521,110.34774,,,
-7.736575,110.347832,,,
-7.736617,110.347908,,,
-7.736659,110.347977,,,
-7.736708,110.348061,,,
-7.736747,110.348122,,,
-7.736791,110.348198,,,
-7.736837,110.348282,,,
-7.736881,110.348358,,,
-7.736905,110.348412,,,
-7.736931,110.34848,,,
-7.736945,110.348534,,,
-7.736957,110.348618,,,
-7.736962,110.348686,,,
-7.736964,110.348755,,,
-7.736966,110.348846,,,
-7.736964,110.348877,,,
-7.736943,110.348984,,,
-7.736928,110.349083,,,
-7.736919,110.349136,,,
-7.736907,110.34922,,,
-7.736895,110.349297,,,
-7.73689,110.349327,,,
-7.736882,110.349403,,,
-7.736875,110.349472,,,
-7.736866,110.349564,,,
-7.73686,110.349663,,,
-7.736854,110.349747,,,
-7.736847,110.349846,,,
-7.736842,110.349922,,,
-7.736862,110.350021,,,
-7.736883,110.350113,,,
-7.736942,110.35025,,,
-7.736978,110.350327,,,
-7.737023,110.350426,,,
-7.737059,110.350502,,,
-7.737103,110.350594,,,
-7.737139,110.350677,,,
-7.737178,110.350761,,,
-7.737206,110.350822,,,
-7.737243,110.350899,,,
-7.737273,110.350967,,,
-7.737305,110.351036,,,
-7.737346,110.35112,,,
-7.737378,110.351181,,,
-7.737404,110.351227,,,
-7.737444,110.351303,,,
-7.737472,110.351357,,,
-7.737503,110.351418,,,
-7.737517,110.35144,,,
-7.737535,110.351479,,,
-7.737546,110.351501,,,
-7.737558,110.351524,,,
-7.737568,110.35154,,,
-7.737579,110.351562,,,
-7.737589,110.351578,,,
-7.737599,110.351601,,,
-7.737617,110.351631,,,
-7.73763,110.351654,,,
-7.737641,110.351677,,,
-7.737741,110.351883,,,
-7.737766,110.351936,,,
-7.737792,110.35199,,,
-7.737813,110.352036,,,
-7.737832,110.352081,,,
-7.737861,110.352142,,,
-7.737879,110.35218,,,
-7.737909,110.352242,,,
-7.737941,110.352318,,,
-7.737969,110.352379,,,
-7.738008,110.35247,,,
-7.738044,110.352554,,,
-7.738081,110.352638,,,
-7.738118,110.352722,,,
-7.738155,110.352806,,,
-7.738192,110.352882,,,
-7.738228,110.352982,,,
-7.738254,110.353073,,,
-7.738274,110.353142,,,
-7.738303,110.353241,,,
-7.738332,110.35334,,,
-7.738364,110.353455,,,
-7.738389,110.353546,,,
-7.738418,110.353645,,,
-7.738438,110.353706,,,
-7.738467,110.353806,,,
-7.738494,110.353889,,,
-7.738518,110.353973,,,
-7.738545,110.354065,,,
-7.738569,110.354141,,,
-7.738586,110.354195,,,
-7.738629,110.354309,,,
-7.738665,110.354408,,,
-7.738697,110.354492,,,
-7.738735,110.354591,,,
-7.738769,110.354675,,,
-7.738806,110.354752,,,
-7.738845,110.354843,,,
-7.738889,110.354935,,,
-7.738935,110.355042,,,
-7.738975,110.355125,,,
-7.739028,110.355232,,,
-7.739085,110.355331,,,
-7.73915,110.355415,,,
-7.739208,110.355499,,,
-7.739279,110.355598,,,
-7.739371,110.355721,,,
-7.739398,110.355759,,,
-7.739444,110.35582,,,
-7.739487,110.355873,,,
-7.739543,110.356003,,,
-7.739584,110.356102,,,
-7.739614,110.356178,,,
-7.739657,110.356277,,,
-7.739688,110.356354,,,
-7.739726,110.356445,,,
-7.739774,110.356567,,,
-7.739816,110.356667,,,
-7.739853,110.356758,,,
-7.739894,110.356857,,,
-7.739944,110.356979,,,
-7.739992,110.357094,,,
-7.740036,110.357201,,,
-7.740073,110.357292,,,
-7.740113,110.357391,,,
-7.740142,110.357468,,,
-7.740183,110.357582,,,
-7.740217,110.357704,,,
-7.740248,110.357826,,,
-7.740258,110.357887,,,
-7.74028,110.358017,,,
-7.740297,110.358139,,,
-7.740309,110.358238,,,
-7.74032,110.358322,,,
-7.740332,110.358414,,,
-7.740345,110.358521,,,
-7.740363,110.358658,,,
-7.740376,110.358757,,,
-7.740393,110.358894,,,
-7.740406,110.359009,,,
-7.740418,110.359123,,,
-7.740425,110.359184,,,
-7.740444,110.359344,,,
-7.740455,110.359436,,,
-7.74047,110.359558,,,
-7.740483,110.359665,,,
-7.740501,110.359802,,,
-7.740512,110.359886,,,
-7.740527,110.359985,,,
-7.74054,110.360085,,,
-7.740553,110.360176,,,
-7.740567,110.360268,,,
-7.740581,110.360359,,,
-7.740597,110.360466,,,
-7.740609,110.360542,,,
-7.74062,110.360603,,,
-7.740628,110.360657,,,
-7.740633,110.36068,,,
-7.740642,110.360733,,,
-7.740647,110.360764,,,
-7.740651,110.360786,,,
-7.740591,110.360817,,,
-7.740602,110.360863,,,
-7.740613,110.360886,,,
-7.740616,110.360924,,,
-7.740626,110.360954,,,
-7.740637,110.360992,,,
-7.740664,110.361061,,,
-7.740675,110.361122,,,
-7.740684,110.361176,,,
-7.740694,110.361237,,,
-7.740711,110.361305,,,
-7.740748,110.361313,,,
-7.740782,110.361511,,,
-7.740793,110.361572,,,
-7.740808,110.361656,,,
-7.740816,110.361702,,,
-7.740834,110.361908,,,
-7.740837,110.361946,,,
-7.74085,110.362122,,,
-7.740852,110.362152,,,
-7.740854,110.362206,,,
-7.740856,110.362236,,,
-7.740857,110.362282,,,
-7.740859,110.362328,,,
-7.74086,110.362366,,,
-7.74086,110.362381,,,
-7.740862,110.362427,,,
-7.740863,110.362442,,,
-7.740864,110.362465,,,
-7.740864,110.362488,,,
-7.740709,110.362656,,,
-7.740679,110.362656,,,
-7.740637,110.362656,,,
-7.740522,110.362671,,,
-7.740467,110.362671,,,
-7.740407,110.362679,,,
-7.740342,110.362686,,,
-7.740279,110.362686,,,
-7.740199,110.362694,,,
-7.740089,110.362701,,,
-7.740007,110.362701,,,
-7.739896,110.362709,,,
-7.739806,110.362717,,,
-7.739694,110.362717,,,
-7.739623,110.36274,,,
-7.739522,110.362762,,,
-7.739453,110.362778,,,
-7.739439,110.362801,,,
-7.739272,110.362839,,,
-7.739238,110.362839,,,
-7.739253,110.362854,,,
-7.739277,110.362869,,,
-7.739238,110.362808,,,
-7.739314,110.362823,,,
-7.739407,110.362839,,,
-7.739482,110.362854,,,
-7.739589,110.362869,,,
-7.739669,110.362877,,,
-7.739772,110.362885,,,
-7.739872,110.362892,,,
-7.739972,110.362892,,,
-7.740089,110.362869,,,
-7.740196,110.362854,,,
-7.740287,110.362839,,,
-7.740359,110.362831,,,
-7.740439,110.362816,,,
-7.740499,110.362816,,,
-7.740572,110.362816,,,
-7.740758,110.362801,,,
-7.740788,110.362808,,,
-7.740813,110.362823,,,
-7.740873,110.362762,,,
-7.74088,110.362915,,,
-7.740882,110.362976,,,
-7.740885,110.363014,,,
-7.740888,110.363083,,,
-7.74089,110.363129,,,
-7.740893,110.363197,,,
-7.740894,110.363228,,,
-7.740899,110.363312,,,
-7.740902,110.363403,,,
-7.740907,110.363503,,,
-7.74091,110.363548,,,
-7.740905,110.363724,,,
-7.740882,110.363831,,,
-7.740845,110.363922,,,
-7.740794,110.364006,,,
-7.740732,110.364105,,,
-7.740691,110.364166,,,
-7.740621,110.364258,,,
-7.74056,110.364326,,,
-7.740499,110.364395,,,
-7.740437,110.364456,,,
-7.740383,110.364502,,,
-7.740302,110.364563,,,
-7.740163,110.364655,,,
-7.740097,110.364693,,,
-7.739997,110.364761,,,
-7.739917,110.364807,,,
-7.739838,110.364861,,,
-7.739769,110.364906,,,
-7.739693,110.364952,,,
-7.739624,110.364998,,,
-7.739552,110.365036,,,
-7.739478,110.365089,,,
-7.739348,110.365173,,,
-7.739285,110.365211,,,
-7.739202,110.365265,,,
-7.739119,110.365318,,,
-7.739018,110.365379,,,
-7.738935,110.365433,,,
-7.738872,110.365479,,,
-7.738781,110.36554,,,
-7.738692,110.365601,,,
-7.738597,110.365662,,,
-7.738509,110.365723,,,
-7.738418,110.365784,,,
-7.738331,110.365845,,,
-7.738249,110.365898,,,
-7.738192,110.365936,,,
-7.738076,110.366013,,,
-7.737999,110.366066,,,
-7.737858,110.366158,,,
-7.737755,110.366226,,,
-7.737653,110.366287,,,
-7.737596,110.366325,,,
-7.737512,110.366379,,,
-7.737413,110.36644,,,
-7.737321,110.366501,,,
-7.737216,110.36657,,,
-7.73713,110.366623,,,
-7.737032,110.366692,,,
-7.736957,110.366737,,,
-7.736875,110.366791,,,
-7.736787,110.366852,,,
-7.736688,110.36692,,,
-7.736599,110.366982,,,
-7.736515,110.367035,,,
-7.736429,110.367088,,,
-7.736362,110.367134,,,
-7.736328,110.367157,,,
-7.736223,110.367226,,,
-7.736149,110.367271,,,
-7.736063,110.367325,,,
-7.735999,110.367363,,,
-7.735909,110.367424,,,
-7.735849,110.36747,,,
-7.735795,110.367508,,,
-7.735738,110.367546,,,
-7.735712,110.367561,,,
-7.735796,110.367737,,,
-7.735891,110.367928,,,
-7.735933,110.368019,,,
-7.735975,110.368111,,,
-7.736012,110.368187,,,
-7.736052,110.368271,,,
-7.736091,110.368355,,,
-7.736139,110.368454,,,
-7.736189,110.368561,,,
-7.736244,110.368668,,,
-7.736294,110.368759,,,
-7.736347,110.368858,,,
-7.736402,110.368958,,,
-7.736457,110.369064,,,
-7.736507,110.369164,,,
-7.736554,110.369255,,,
-7.736578,110.369308,,,
-7.736617,110.369415,,,
-7.736643,110.369522,,,
-7.736664,110.369606,,,
-7.736678,110.369659,,,
-7.736703,110.369804,,,
-7.736712,110.369865,,,
-7.736728,110.369995,,,
-7.736736,110.370064,,,
-7.73675,110.370186,,,
-7.73676,110.370285,,,
-7.736772,110.370392,,,
-7.736783,110.370491,,,
-7.736794,110.370598,,,
-7.736804,110.370697,,,
-7.736813,110.370796,,,
-7.736818,110.37085,,,
-7.736824,110.370888,,,
-7.736839,110.370979,,,
-7.736854,110.371048,,,
-7.736894,110.37117,,,
-7.736939,110.371269,,,
-7.736994,110.371368,,,
-7.737072,110.371483,,,
-7.737081,110.371498,,,
-7.736916,110.371658,,,
-7.736883,110.371689,,,
-7.736826,110.371742,,,
-7.736779,110.371788,,,
-7.736743,110.371834,,,
-7.73673,110.371872,,,
-7.736727,110.371918,,,
-7.736764,110.372009,,,
-7.736789,110.372063,,,
-7.73682,110.372131,,,
-7.736852,110.372208,,,
-7.736879,110.372269,,,
-7.736911,110.372345,,,
-7.736938,110.372406,,,
-7.736963,110.372467,,,
-7.736989,110.372543,,,
-7.737017,110.37262,,,
-7.737041,110.372704,,,
-7.73705,110.372734,,,
-7.73707,110.372818,,,
-7.737086,110.37291,,,
-7.737096,110.372986,,,
-7.737111,110.373093,,,
-7.737121,110.373161,,,
-7.737134,110.37326,,,
-7.737144,110.373322,,,
-7.737163,110.373413,,,
-7.737188,110.37352,,,
-7.737208,110.373604,,,
-7.737225,110.373672,,,
-7.737241,110.373741,,,
-7.737257,110.373817,,,
-7.737284,110.373978,,,
-7.737252,110.374039,,,
-7.737196,110.374077,,,
-7.737144,110.374115,,,
-7.737082,110.374146,,,
-7.737012,110.374184,,,
-7.73694,110.374229,,,
-7.736866,110.374268,,,
-7.736783,110.374313,,,
-7.736526,110.374451,,,
-7.736446,110.374496,,,
-7.736377,110.374542,,,
-7.736324,110.374573,,,
-7.736306,110.374588,,,
-7.736341,110.374748,,,
-7.736369,110.374809,,,
-7.736393,110.374863,,,
-7.736419,110.374924,,,
-7.736449,110.374992,,,
-7.736514,110.375137,,,
-7.736545,110.375206,,,
-7.736577,110.375282,,,
-7.736609,110.375351,,,
-7.736647,110.375435,,,
-7.736688,110.375519,,,
-7.736703,110.375549,,,
-7.736762,110.375694,,,
-7.736803,110.375793,,,
-7.736839,110.375877,,,
-7.736877,110.375977,,,
-7.736916,110.376068,,,
-7.73695,110.376152,,,
-7.736983,110.376228,,,
-7.737008,110.376289,,,
-7.737022,110.37632,,,
-7.737036,110.376358,,,
-7.73705,110.376396,,,
-7.737059,110.376411,,,
-7.737071,110.376442,,,
-7.737104,110.376526,,,
-7.737092,110.376495,,,
-7.737099,110.376511,,,
-7.737107,110.376534,,,
-7.73694,110.376633,,,
-7.736888,110.376656,,,
-7.736835,110.376686,,,
-7.736786,110.376701,,,
-7.736747,110.376717,,,
-7.736712,110.376724,,,
-7.736673,110.37674,,,
-7.736642,110.376755,,,
-7.73661,110.376762,,,
-7.736568,110.376785,,,
-7.736392,110.376846,,,
-7.736327,110.376862,,,
-7.736269,110.376884,,,
-7.736202,110.376907,,,
-7.736135,110.376923,,,
-7.736046,110.376953,,,
-7.735955,110.376999,,,
-7.735857,110.377022,,,
-7.735755,110.377083,,,
-7.735667,110.377136,,,
-7.735573,110.377174,,,
-7.735487,110.377213,,,
-7.735392,110.377243,,,
-7.735295,110.377274,,,
-7.735185,110.377327,,,
-7.735074,110.37738,,,
-7.734968,110.377419,,,
-7.734869,110.377457,,,
-7.73477,110.377495,,,
-7.73466,110.377533,,,
-7.734556,110.377571,,,
-7.734469,110.377609,,,
-7.734399,110.377632,,,
-7.734337,110.377647,,,
-7.734291,110.37767,,,
-7.73423,110.377686,,,
-7.734181,110.377701,,,
-7.734133,110.377708,,,
-7.734063,110.377739,,,
-7.734006,110.377762,,,
-7.733955,110.377792,,,
-7.733899,110.377808,,,
-7.73385,110.377831,,,
-7.733792,110.377838,,,
-7.733728,110.377861,,,
-7.73366,110.377899,,,
-7.733598,110.377922,,,
-7.733548,110.377945,,,
-7.733479,110.377968,,,
-7.7334,110.378006,,,
-7.73333,110.378029,,,
-7.73326,110.378059,,,
-7.73319,110.378082,,,
-7.733099,110.37812,,,
-7.732996,110.378159,,,
-7.732892,110.378204,,,
-7.732798,110.378235,,,
-7.73268,110.378281,,,
-7.73258,110.378319,,,
-7.732487,110.378357,,,
-7.732442,110.378372,,,
-7.732326,110.378418,,,
-7.732262,110.378448,,,
-7.732189,110.378471,,,
-7.732107,110.378502,,,
-7.732025,110.378532,,,
-7.73194,110.378571,,,
-7.731867,110.378593,,,
-7.731809,110.378616,,,
-7.731756,110.378639,,,
-7.731705,110.378654,,,
-7.731643,110.37867,,,
-7.731588,110.378685,,,
-7.731535,110.3787,,,
